,Price,Status,Time,Qty
0,154.58928571428572,Target,2020-05-20 14:20:00,386
0,153.9,BUY,2020-05-20 14:55:00,360
0,153.3,Forced_closed,2020-05-20 15:15:00,360
0,154.6,BUY,2020-05-21 10:00:00,416
0,155.79999999999998,PartialBooked,2020-05-21 10:25:00,416
0,153.4,SL,2020-05-21 14:10:00,416
0,151.7,BUY,2020-05-22 11:15:00,216
0,150.65,Forced_closed,2020-05-22 15:15:00,216
0,151.6,BUY,2020-05-26 10:20:00,451
0,152.70714285714286,PartialBooked,2020-05-26 10:55:00,451
0,150.49285714285713,SL,2020-05-26 14:15:00,451
0,151.45,BUY,2020-05-26 14:45:00,526
0,151.25,Forced_closed,2020-05-26 15:15:00,526
0,172.5,BUY,2020-06-12 10:35:00,368
0,173.85714285714286,PartialBooked,2020-06-12 10:40:00,368
0,174.53571428571428,Target,2020-06-12 11:25:00,368
0,174.1,BUY,2020-06-12 12:00:00,266
0,175.97857142857143,PartialBooked,2020-06-12 14:10:00,266
0,176.91785714285714,Target,2020-06-12 14:40:00,266
0,173.05,BUY,2020-06-15 12:35:00,388
0,174.3357142857143,PartialBooked,2020-06-15 14:05:00,388
0,174.97857142857146,Target,2020-06-15 14:15:00,388
0,183.35,BUY,2020-06-25 10:15:00,238
0,185.45,PartialBooked,2020-06-25 10:30:00,238
0,186.5,Target,2020-06-25 11:05:00,238
0,181.2,BUY,2020-06-29 10:35:00,382
0,179.89285714285714,SL,2020-06-29 11:20:00,382
0,180.25,BUY,2020-06-29 12:30:00,489
0,179.22857142857143,SL,2020-06-29 13:20:00,489
0,179.3,BUY,2020-06-29 14:30:00,486
0,179.2,Forced_closed,2020-06-29 15:15:00,486
0,180.3,BUY,2020-06-30 12:30:00,479
0,179.25714285714287,SL,2020-06-30 12:40:00,479
0,187.1,BUY,2020-07-14 11:30:00,402
0,185.85714285714286,SL,2020-07-14 12:45:00,402
0,184.4,BUY,2020-07-16 11:10:00,409
0,185.62142857142857,PartialBooked,2020-07-16 11:20:00,409
0,186.23214285714286,Target,2020-07-16 14:55:00,409
0,188.8,BUY,2020-07-27 10:20:00,243
0,186.75000000000003,SL,2020-07-27 13:25:00,243
0,187.35,BUY,2020-07-27 14:35:00,510
0,186.95,Forced_closed,2020-07-27 15:15:00,510
0,187.2,BUY,2020-07-28 11:00:00,443
0,188.32857142857142,PartialBooked,2020-07-28 12:40:00,443
0,188.89285714285714,Target,2020-07-28 14:30:00,443
0,192.95,BUY,2020-08-17 11:30:00,479
0,191.90714285714284,SL,2020-08-17 14:10:00,479
0,192.45,BUY,2020-08-17 14:35:00,555
0,192.95,Forced_closed,2020-08-17 15:15:00,555
0,192.65,BUY,2020-08-18 10:15:00,382
0,193.95714285714286,PartialBooked,2020-08-18 13:55:00,382
0,194.61071428571427,Target,2020-08-18 14:00:00,382
0,209.1,BUY,2020-09-04 12:40:00,588
0,209.95,PartialBooked,2020-09-04 12:55:00,588
0,210.375,Target,2020-09-04 13:00:00,588
0,208.25,BUY,2020-09-07 09:50:00,223
0,207.85,Forced_closed,2020-09-07 15:15:00,223
0,207.6,BUY,2020-09-08 10:25:00,397
0,206.34285714285713,SL,2020-09-08 14:20:00,397
0,194.9,BUY,2020-09-09 12:40:00,445
0,193.77857142857144,SL,2020-09-09 12:55:00,445
0,193.8,BUY,2020-09-09 14:35:00,409
0,194.5,Forced_closed,2020-09-09 15:15:00,409
0,196.9,BUY,2020-09-10 14:20:00,278
0,198.05,Forced_closed,2020-09-10 15:15:00,278
0,197.45,BUY,2020-09-16 12:15:00,555
0,198.35,PartialBooked,2020-09-16 14:15:00,555
0,198.79999999999998,Target,2020-09-16 14:25:00,555
0,196.3,BUY,2020-09-17 12:55:00,614
0,195.4857142857143,SL,2020-09-17 13:15:00,614
0,196.05,BUY,2020-09-17 14:15:00,714
0,195.35000000000002,SL,2020-09-17 14:45:00,714
0,196.45,BUY,2020-09-18 09:40:00,445
0,195.32857142857142,SL,2020-09-18 10:20:00,445
0,195.55,BUY,2020-09-18 11:30:00,648
0,194.77857142857144,SL,2020-09-18 14:20:00,648
0,191.95,BUY,2020-09-21 10:25:00,333
0,190.45,SL,2020-09-21 11:45:00,333
0,186.65,BUY,2020-09-21 14:40:00,284
0,186.4,Forced_closed,2020-09-21 15:15:00,284
0,185.55,BUY,2020-09-22 11:20:00,249
0,187.55714285714288,PartialBooked,2020-09-22 13:00:00,249
0,186.45,Forced_closed,2020-09-22 15:15:00,249
0,185.6,BUY,2020-09-23 11:25:00,451
0,184.49285714285713,SL,2020-09-23 12:00:00,451
0,182.45,BUY,2020-09-23 14:20:00,334
0,183.94285714285712,PartialBooked,2020-09-23 14:50:00,334
0,183.95,Forced_closed,2020-09-23 15:15:00,334
0,179.35,BUY,2020-09-24 11:20:00,479
0,178.30714285714285,SL,2020-09-24 12:10:00,479
0,178.95,BUY,2020-09-24 12:55:00,522
0,177.99285714285713,SL,2020-09-24 14:35:00,522
0,177.45,BUY,2020-09-25 09:30:00,282
0,179.22142857142856,PartialBooked,2020-09-25 11:25:00,282
0,180.10714285714283,Target,2020-09-25 12:20:00,282
0,194.2,BUY,2020-10-16 09:20:00,284
0,192.44285714285712,SL,2020-10-16 09:55:00,284
0,197.0,BUY,2020-10-26 14:20:00,386
0,196.4,Forced_closed,2020-10-26 15:15:00,386
0,194.85,BUY,2020-10-27 10:20:00,249
0,194.65,Forced_closed,2020-10-27 15:15:00,249
0,192.9,BUY,2020-10-28 11:20:00,555
0,192.0,SL,2020-10-28 12:30:00,555
0,190.4,BUY,2020-10-28 14:40:00,391
0,190.5,Forced_closed,2020-10-28 15:15:00,391
0,189.55,BUY,2020-10-29 11:50:00,614
0,190.36428571428573,PartialBooked,2020-10-29 12:00:00,614
0,188.7357142857143,SL,2020-10-29 12:55:00,614
0,187.45,BUY,2020-10-30 13:00:00,386
0,188.74285714285713,PartialBooked,2020-10-30 14:00:00,386
0,189.3892857142857,Target,2020-10-30 14:10:00,386
0,222.65,BUY,2020-11-13 10:15:00,226
0,224.85714285714286,PartialBooked,2020-11-13 12:50:00,226
0,225.9607142857143,Target,2020-11-13 13:00:00,226
0,236.35,BUY,2020-11-20 11:55:00,255
0,238.30714285714285,PartialBooked,2020-11-20 13:00:00,255
0,239.28571428571425,Target,2020-11-20 13:05:00,255
0,266.45,BUY,2020-12-18 10:35:00,325
0,267.98571428571427,PartialBooked,2020-12-18 14:10:00,325
0,268.75357142857143,Target,2020-12-18 14:15:00,325
0,252.8,BUY,2020-12-22 10:20:00,115
0,257.1357142857143,PartialBooked,2020-12-22 14:00:00,115
0,257.5,Forced_closed,2020-12-22 15:15:00,115
0,257.85,BUY,2020-12-23 09:20:00,240
0,259.92857142857144,PartialBooked,2020-12-23 09:55:00,240
0,260.96785714285716,Target,2020-12-23 10:30:00,240
